client_id,account_id,district_id,birthday,gender,dem_name,dem_region
2803,2317,68,311012,m,Frydek - Mistek,north Moravia
2805,2318,73,640713,m,Opava,north Moravia
2806,2319,58,550701,f,Jihlava,south Moravia
2808,2321,35,740331,f,Jablonec n. Nisou,north Bohemia
2809,2322,33,790214,m,Decin,north Bohemia
2810,2323,72,710728,m,Olomouc,north Moravia
2811,2324,1,461207,f,Hl.m. Praha,Prague
2812,2325,55,700502,f,Brno - venkov,south Moravia
2813,2326,70,410410,m,Karvina,north Moravia
2814,2327,19,730210,f,Prachatice,south Bohemia
2815,2328,35,300630,m,Jablonec n. Nisou,north Bohemia
2817,2329,1,770219,f,Hl.m. Praha,Prague
2818,2330,54,630412,m,Brno - mesto,south Moravia
2819,2331,8,800812,m,Mlada Boleslav,central Bohemia
2820,2332,77,661217,m,Vsetin,north Moravia
2821,2333,45,801101,f,Jicin,east Bohemia
2822,2334,50,581019,m,Svitavy,east Bohemia
2823,2335,70,461218,f,Karvina,north Moravia
2824,2336,39,410905,m,Most,north Bohemia
2825,2337,65,580329,m,Znojmo,south Moravia
2826,2338,59,350128,m,Kromeriz,south Moravia
2827,2339,63,230213,m,Vyskov,south Moravia
2828,2340,14,490710,f,Ceske Budejovice,south Bohemia
2829,2341,33,391227,f,Decin,north Bohemia
2830,2342,51,741114,m,Trutnov,east Bohemia
2831,2343,68,800709,f,Frydek - Mistek,north Moravia
2832,2344,13,270723,m,Rakovnik,central Bohemia
2834,2345,5,490523,m,Kolin,central Bohemia
2835,2346,27,660127,m,Plzen - jih,west Bohemia
2836,2347,38,190921,f,Louny,north Bohemia
2838,2348,65,650309,m,Znojmo,south Moravia
2839,2349,72,280705,f,Olomouc,north Moravia
2841,2350,18,730410,f,Pisek,south Bohemia
2842,2351,74,580617,m,Ostrava - mesto,north Moravia
2843,2352,70,661006,f,Karvina,north Moravia
2844,2353,51,621119,m,Trutnov,east Bohemia
2845,2354,7,520902,m,Melnik,central Bohemia
2846,2355,1,690317,f,Hl.m. Praha,Prague
2847,2356,34,420725,f,Chomutov,north Bohemia
2849,2357,19,280402,m,Prachatice,south Bohemia
2850,2358,7,700820,m,Melnik,central Bohemia
2851,2359,54,390810,m,Brno - mesto,south Moravia
2852,2360,26,420628,f,Plzen - mesto,west Bohemia
2853,2361,28,560425,f,Plzen - sever,west Bohemia
2854,2362,16,490601,m,Jindrichuv Hradec,south Bohemia
2856,2363,47,231111,m,Pardubice,east Bohemia
2857,2364,33,270203,m,Decin,north Bohemia
2858,2365,42,260212,f,Havlickuv Brod,east Bohemia
2859,2366,68,280924,f,Frydek - Mistek,north Moravia
2860,2367,28,580331,m,Plzen - sever,west Bohemia
2862,2369,49,641007,f,Semily,east Bohemia
2864,2370,51,520409,f,Trutnov,east Bohemia
2865,2371,15,481118,m,Cesky Krumlov,south Bohemia
2867,2372,1,600123,f,Hl.m. Praha,Prague
2868,2373,14,331214,m,Ceske Budejovice,south Bohemia
2869,2374,1,750805,m,Hl.m. Praha,Prague
2870,2375,29,591128,m,Rokycany,west Bohemia
2871,2376,71,671123,f,Novy Jicin,north Moravia
2872,2377,77,331027,f,Vsetin,north Moravia
2873,2378,16,750324,f,Jindrichuv Hradec,south Bohemia
2874,2379,44,720910,m,Chrudim,east Bohemia
2875,2380,46,360817,m,Nachod,east Bohemia
2876,2381,1,770107,m,Hl.m. Praha,Prague
2877,2382,59,320429,m,Kromeriz,south Moravia
2878,2383,68,470417,m,Frydek - Mistek,north Moravia
2879,2384,40,770110,m,Teplice,north Bohemia
2880,2385,60,521230,m,Prostejov,south Moravia
2881,2386,12,670321,f,Pribram,central Bohemia
2882,2387,70,311214,m,Karvina,north Moravia
2883,2388,30,530226,m,Sokolov,west Bohemia
2884,2389,40,581010,f,Teplice,north Bohemia
2885,2390,1,651004,f,Hl.m. Praha,Prague
2887,2391,2,610129,f,Benesov,central Bohemia
2888,2392,1,780909,f,Hl.m. Praha,Prague
2889,2393,10,431205,m,Praha - vychod,central Bohemia
2890,2394,62,511011,m,Uherske Hradiste,south Moravia
2892,2395,3,410321,f,Beroun,central Bohemia
2893,2396,2,271102,f,Benesov,central Bohemia
2894,2397,70,480725,f,Karvina,north Moravia
2895,2398,70,770517,f,Karvina,north Moravia
2896,2399,1,750516,f,Hl.m. Praha,Prague
2897,2400,40,250718,m,Teplice,north Bohemia
2899,2401,16,180518,m,Jindrichuv Hradec,south Bohemia
2900,2402,18,230322,m,Pisek,south Bohemia
2901,2403,25,390109,f,Klatovy,west Bohemia
2902,2404,8,590703,f,Mlada Boleslav,central Bohemia
2904,2405,64,460518,f,Zlin,south Moravia
2906,2406,5,341216,m,Kolin,central Bohemia
2908,2407,1,710228,m,Hl.m. Praha,Prague
2909,2408,26,361009,m,Plzen - mesto,west Bohemia
2910,2409,76,360928,m,Sumperk,north Moravia
2911,2410,54,320925,m,Brno - mesto,south Moravia
2913,2411,69,621227,m,Jesenik,north Moravia
2915,2413,33,540222,f,Decin,north Bohemia
2916,2414,1,720930,m,Hl.m. Praha,Prague
2917,2415,16,400118,m,Jindrichuv Hradec,south Bohemia
2918,2416,5,670521,m,Kolin,central Bohemia
2920,2417,44,620623,f,Chrudim,east Bohemia
2921,2418,64,761220,f,Zlin,south Moravia
2922,2419,24,400907,m,Karlovy Vary,west Bohemia
2923,2420,35,770321,f,Jablonec n. Nisou,north Bohemia
2924,2421,18,410206,f,Pisek,south Bohemia
2926,2422,27,340211,m,Plzen - jih,west Bohemia
2928,2423,30,320302,m,Sokolov,west Bohemia
2929,2424,1,580310,m,Hl.m. Praha,Prague
2930,2425,41,410322,m,Usti nad Labem,north Bohemia
2932,2427,70,400711,f,Karvina,north Moravia
2933,2428,72,421212,m,Olomouc,north Moravia
2935,2429,61,440502,f,Trebic,south Moravia
2936,2430,3,450311,f,Beroun,central Bohemia
2937,2431,74,490701,m,Ostrava - mesto,north Moravia
2938,2432,8,210601,f,Mlada Boleslav,central Bohemia
2939,2433,71,180213,m,Novy Jicin,north Moravia
2940,2434,17,651016,m,Pelhrimov,south Bohemia
2941,2435,38,510312,m,Louny,north Bohemia
2942,2436,67,660603,f,Bruntal,north Moravia
2943,2437,1,800628,f,Hl.m. Praha,Prague
2944,2438,71,430823,f,Novy Jicin,north Moravia
2945,2439,74,210602,m,Ostrava - mesto,north Moravia
2947,2440,19,570518,f,Prachatice,south Bohemia
2948,2441,47,781120,m,Pardubice,east Bohemia
2949,2442,14,430925,m,Ceske Budejovice,south Bohemia
2950,2443,46,440606,m,Nachod,east Bohemia
2951,2444,76,500831,f,Sumperk,north Moravia
2952,2445,52,780117,f,Usti nad Orlici,east Bohemia
2953,2446,3,360707,m,Beroun,central Bohemia
2954,2447,38,590812,f,Louny,north Bohemia
2956,2448,23,390806,m,Cheb,west Bohemia
2957,2449,23,780307,m,Cheb,west Bohemia
2958,2450,48,750507,m,Rychnov nad Kneznou,east Bohemia
2959,2451,54,571119,m,Brno - mesto,south Moravia
2960,2452,1,281219,m,Hl.m. Praha,Prague
2962,2453,1,381110,m,Hl.m. Praha,Prague
2964,2454,8,781127,m,Mlada Boleslav,central Bohemia
2965,2455,30,180207,f,Sokolov,west Bohemia
2966,2456,65,550220,m,Znojmo,south Moravia
2967,2457,76,610115,f,Sumperk,north Moravia
2968,2458,40,620824,m,Teplice,north Bohemia
2969,2459,55,230422,m,Brno - venkov,south Moravia
2971,2460,1,771203,f,Hl.m. Praha,Prague
2972,2461,1,760114,m,Hl.m. Praha,Prague
2974,2463,56,510712,f,Breclav,south Moravia
2975,2464,33,430318,f,Decin,north Bohemia
2976,2465,57,220803,f,Hodonin,south Moravia
2977,2466,39,630206,m,Most,north Bohemia
2978,2467,33,480305,f,Decin,north Bohemia
2979,2468,4,611222,f,Kladno,central Bohemia
2980,2469,11,740614,m,Praha - zapad,central Bohemia
2981,2470,16,490205,f,Jindrichuv Hradec,south Bohemia
2982,2471,6,730323,f,Kutna Hora,central Bohemia
2984,2472,60,630524,f,Prostejov,south Moravia
2986,2473,14,520515,m,Ceske Budejovice,south Bohemia
2988,2474,33,610521,m,Decin,north Bohemia
2989,2475,17,490201,f,Pelhrimov,south Bohemia
2990,2476,32,380402,f,Ceska Lipa,north Bohemia
2992,2477,11,660507,m,Praha - zapad,central Bohemia
2994,2479,18,630722,m,Pisek,south Bohemia
2995,2480,35,410615,f,Jablonec n. Nisou,north Bohemia
2996,2481,1,650129,m,Hl.m. Praha,Prague
2997,2482,1,410309,f,Hl.m. Praha,Prague
2998,2483,1,610402,m,Hl.m. Praha,Prague
2999,2484,74,790324,f,Ostrava - mesto,north Moravia
3000,2485,41,280402,f,Usti nad Labem,north Bohemia
3001,2486,1,581007,m,Hl.m. Praha,Prague
3002,2487,42,550513,f,Havlickuv Brod,east Bohemia
3003,2488,5,730512,f,Kolin,central Bohemia
3005,2489,72,310629,m,Olomouc,north Moravia
3006,2490,22,730808,f,Domazlice,west Bohemia
3007,2491,76,640411,m,Sumperk,north Moravia
3008,2492,73,191219,m,Opava,north Moravia
3009,2493,62,570803,f,Uherske Hradiste,south Moravia
3011,2494,74,550919,m,Ostrava - mesto,north Moravia
3012,2495,70,551110,f,Karvina,north Moravia
3013,2496,51,500318,f,Trutnov,east Bohemia
3015,2497,65,520229,m,Znojmo,south Moravia
3016,2498,40,770823,m,Teplice,north Bohemia
3017,2499,2,410514,m,Benesov,central Bohemia
3018,2500,61,780128,m,Trebic,south Moravia
3019,2501,30,690923,m,Sokolov,west Bohemia
3020,2502,32,420827,f,Ceska Lipa,north Bohemia
3021,2503,1,610824,m,Hl.m. Praha,Prague
3023,2504,16,590404,m,Jindrichuv Hradec,south Bohemia
3024,2505,60,290308,m,Prostejov,south Moravia
3026,2506,22,470325,m,Domazlice,west Bohemia
3027,2507,62,590725,m,Uherske Hradiste,south Moravia
3028,2508,34,320423,f,Chomutov,north Bohemia
3029,2509,43,700508,m,Hradec Kralove,east Bohemia
3030,2510,61,760510,f,Trebic,south Moravia
3031,2511,40,650905,f,Teplice,north Bohemia
3035,2513,70,641102,m,Karvina,north Moravia
3036,2514,16,410331,f,Jindrichuv Hradec,south Bohemia
3037,2515,64,420104,m,Zlin,south Moravia
3038,2516,6,460305,f,Kutna Hora,central Bohemia
3039,2517,55,690601,f,Brno - venkov,south Moravia
3041,2519,4,270424,f,Kladno,central Bohemia
3042,2520,18,680214,f,Pisek,south Bohemia
3043,2521,63,511115,f,Vyskov,south Moravia
3044,2522,36,451007,m,Liberec,north Bohemia
3045,2523,10,500318,f,Praha - vychod,central Bohemia
3046,2524,1,250122,f,Hl.m. Praha,Prague
3047,2525,45,751001,m,Jicin,east Bohemia
3048,2526,16,230106,f,Jindrichuv Hradec,south Bohemia
3049,2527,38,670406,m,Louny,north Bohemia
3051,2528,65,280311,m,Znojmo,south Moravia
3054,2530,74,580428,m,Ostrava - mesto,north Moravia
3055,2531,51,310223,m,Trutnov,east Bohemia
3056,2532,38,590116,f,Louny,north Bohemia
3058,2533,49,430929,f,Semily,east Bohemia
3059,2534,61,771129,m,Trebic,south Moravia
3060,2535,61,600518,m,Trebic,south Moravia
3062,2536,41,300822,f,Usti nad Labem,north Bohemia
3063,2537,27,710129,m,Plzen - jih,west Bohemia
3064,2538,42,300505,m,Havlickuv Brod,east Bohemia
3065,2539,24,210821,f,Karlovy Vary,west Bohemia
3066,2540,54,820309,f,Brno - mesto,south Moravia
3067,2541,57,520621,f,Hodonin,south Moravia
3069,2542,21,431023,m,Tabor,south Bohemia
3070,2543,68,201212,m,Frydek - Mistek,north Moravia
3071,2544,38,670223,f,Louny,north Bohemia
3072,2545,1,360414,m,Hl.m. Praha,Prague
3074,2546,1,581107,m,Hl.m. Praha,Prague
3075,2547,74,410505,m,Ostrava - mesto,north Moravia
3076,2548,57,621117,f,Hodonin,south Moravia
3077,2549,74,340224,f,Ostrava - mesto,north Moravia
3079,2550,67,430519,m,Bruntal,north Moravia
3080,2551,5,510727,f,Kolin,central Bohemia
3082,2552,52,791017,f,Usti nad Orlici,east Bohemia
3083,2553,41,710407,m,Usti nad Labem,north Bohemia
3084,2554,36,510824,f,Liberec,north Bohemia
3085,2555,53,460629,f,Blansko,south Moravia
3087,2556,46,590921,f,Nachod,east Bohemia
3088,2557,40,500611,m,Teplice,north Bohemia
3089,2558,46,740726,m,Nachod,east Bohemia
3090,2559,32,681117,m,Ceska Lipa,north Bohemia
3091,2560,15,660303,f,Cesky Krumlov,south Bohemia
3092,2561,59,671106,f,Kromeriz,south Moravia
3093,2562,35,660221,m,Jablonec n. Nisou,north Bohemia
3094,2563,48,500818,m,Rychnov nad Kneznou,east Bohemia
3095,2564,36,530629,m,Liberec,north Bohemia
3096,2565,74,820227,m,Ostrava - mesto,north Moravia
3097,2566,48,480822,m,Rychnov nad Kneznou,east Bohemia
3098,2567,17,380623,m,Pelhrimov,south Bohemia
3099,2568,17,651113,m,Pelhrimov,south Bohemia
3100,2569,2,310330,m,Benesov,central Bohemia
3101,2570,1,411213,m,Hl.m. Praha,Prague
3102,2571,61,790216,f,Trebic,south Moravia
3103,2572,64,730307,f,Zlin,south Moravia
3104,2573,4,820104,f,Kladno,central Bohemia
3105,2574,68,470817,m,Frydek - Mistek,north Moravia
3106,2575,72,280303,f,Olomouc,north Moravia
3107,2576,1,601116,m,Hl.m. Praha,Prague
3109,2577,7,320421,f,Melnik,central Bohemia
3110,2578,54,310227,m,Brno - mesto,south Moravia
3112,2579,24,390912,m,Karlovy Vary,west Bohemia
3113,2580,60,711112,f,Prostejov,south Moravia
3115,2581,72,611130,m,Olomouc,north Moravia
3116,2582,28,510909,m,Plzen - sever,west Bohemia
3117,2583,62,410622,f,Uherske Hradiste,south Moravia
3119,2584,50,360126,f,Svitavy,east Bohemia
3120,2585,75,640602,m,Prerov,north Moravia
3121,2586,57,561018,f,Hodonin,south Moravia
3123,2587,1,790725,m,Hl.m. Praha,Prague
3124,2588,5,580102,f,Kolin,central Bohemia
3125,2589,10,221030,f,Praha - vychod,central Bohemia
3126,2590,47,380113,m,Pardubice,east Bohemia
3127,2591,1,200618,f,Hl.m. Praha,Prague
3128,2592,69,440209,f,Jesenik,north Moravia
3129,2593,5,460801,f,Kolin,central Bohemia
3130,2594,19,550531,f,Prachatice,south Bohemia
3131,2595,1,350614,f,Hl.m. Praha,Prague
3132,2596,1,750324,f,Hl.m. Praha,Prague
3133,2597,31,730420,f,Tachov,west Bohemia
3134,2598,1,380504,m,Hl.m. Praha,Prague
3135,2599,48,690106,m,Rychnov nad Kneznou,east Bohemia
3136,2600,1,631218,m,Hl.m. Praha,Prague
3137,2601,70,470226,m,Karvina,north Moravia
3139,2602,46,560923,f,Nachod,east Bohemia
3141,2603,9,251109,f,Nymburk,central Bohemia
3142,2604,68,190318,m,Frydek - Mistek,north Moravia
3143,2605,21,440202,f,Tabor,south Bohemia
3144,2606,1,190804,m,Hl.m. Praha,Prague
3146,2607,1,480715,m,Hl.m. Praha,Prague
3147,2608,19,640426,f,Prachatice,south Bohemia
3148,2609,73,420404,m,Opava,north Moravia
3150,2610,54,320724,f,Brno - mesto,south Moravia
3151,2611,1,510727,f,Hl.m. Praha,Prague
3152,2612,1,361004,m,Hl.m. Praha,Prague
3153,2613,26,240617,m,Plzen - mesto,west Bohemia
3155,2614,44,730408,f,Chrudim,east Bohemia
3156,2615,68,541102,f,Frydek - Mistek,north Moravia
3157,2616,1,420226,f,Hl.m. Praha,Prague
3158,2617,1,401125,f,Hl.m. Praha,Prague
3159,2618,60,301027,m,Prostejov,south Moravia
3160,2619,20,510629,m,Strakonice,south Bohemia
3161,2620,22,801118,m,Domazlice,west Bohemia
3162,2621,55,600517,m,Brno - venkov,south Moravia
3163,2622,1,640526,f,Hl.m. Praha,Prague
3165,2623,58,760901,f,Jihlava,south Moravia
3166,2624,31,550614,m,Tachov,west Bohemia
3167,2625,48,430908,f,Rychnov nad Kneznou,east Bohemia
3170,2627,76,210221,m,Sumperk,north Moravia
3172,2628,64,511223,m,Zlin,south Moravia
3173,2629,66,460418,f,Zdar nad Sazavou,south Moravia
3175,2630,64,500719,f,Zlin,south Moravia
3176,2631,1,370707,m,Hl.m. Praha,Prague
3177,2632,24,380812,m,Karlovy Vary,west Bohemia
3178,2633,25,690801,f,Klatovy,west Bohemia
3179,2634,45,480312,f,Jicin,east Bohemia
3181,2635,27,430215,m,Plzen - jih,west Bohemia
3182,2636,18,250422,f,Pisek,south Bohemia
3183,2637,70,800224,m,Karvina,north Moravia
3184,2638,5,591201,f,Kolin,central Bohemia
3185,2639,17,721126,f,Pelhrimov,south Bohemia
3186,2640,1,550114,f,Hl.m. Praha,Prague
3187,2641,7,520902,m,Melnik,central Bohemia
3188,2642,68,760519,f,Frydek - Mistek,north Moravia
3190,2644,1,201101,f,Hl.m. Praha,Prague
3191,2645,54,751105,f,Brno - mesto,south Moravia
3192,2646,6,390714,m,Kutna Hora,central Bohemia
3193,2647,73,500222,f,Opava,north Moravia
3194,2648,51,750817,f,Trutnov,east Bohemia
3195,2649,2,710613,f,Benesov,central Bohemia
3196,2650,72,780814,f,Olomouc,north Moravia
3197,2651,2,580710,m,Benesov,central Bohemia
3199,2652,1,571218,f,Hl.m. Praha,Prague
3201,2653,66,530806,f,Zdar nad Sazavou,south Moravia
3202,2654,56,220719,m,Breclav,south Moravia
3203,2655,1,590423,f,Hl.m. Praha,Prague
3205,2656,1,210625,f,Hl.m. Praha,Prague
3207,2657,55,251203,f,Brno - venkov,south Moravia
3208,2658,27,470206,m,Plzen - jih,west Bohemia
3210,2659,14,630830,m,Ceske Budejovice,south Bohemia
3211,2660,1,670807,f,Hl.m. Praha,Prague
3213,2661,1,411004,m,Hl.m. Praha,Prague
3214,2662,71,220512,m,Novy Jicin,north Moravia
3215,2663,64,360506,f,Zlin,south Moravia
3216,2664,58,591128,m,Jihlava,south Moravia
3217,2665,61,770502,m,Trebic,south Moravia
3218,2666,49,651216,m,Semily,east Bohemia
3220,2667,23,570217,m,Cheb,west Bohemia
3222,2668,21,770506,m,Tabor,south Bohemia
3225,2670,13,570317,m,Rakovnik,central Bohemia
3226,2671,1,511122,m,Hl.m. Praha,Prague
3227,2672,59,501028,f,Kromeriz,south Moravia
3228,2673,34,570222,m,Chomutov,north Bohemia
3229,2674,50,790418,m,Svitavy,east Bohemia
3230,2675,1,820606,f,Hl.m. Praha,Prague
3231,2676,73,610603,m,Opava,north Moravia
3232,2677,5,761105,m,Kolin,central Bohemia
3233,2678,1,801130,m,Hl.m. Praha,Prague
3234,2679,67,190804,f,Bruntal,north Moravia
3235,2680,46,500612,f,Nachod,east Bohemia
3236,2681,28,600415,f,Plzen - sever,west Bohemia
3239,2684,7,811116,f,Melnik,central Bohemia
3240,2685,67,371210,f,Bruntal,north Moravia
3241,2686,26,340914,m,Plzen - mesto,west Bohemia
3243,2687,76,200930,f,Sumperk,north Moravia
3244,2688,72,330929,m,Olomouc,north Moravia
3245,2689,70,521202,m,Karvina,north Moravia
3246,2690,66,310420,m,Zdar nad Sazavou,south Moravia
3247,2691,69,580421,f,Jesenik,north Moravia
3248,2692,28,290802,f,Plzen - sever,west Bohemia
3249,2693,17,590120,m,Pelhrimov,south Bohemia
3251,2694,7,621228,f,Melnik,central Bohemia
3253,2695,16,460702,m,Jindrichuv Hradec,south Bohemia
3254,2696,1,300213,m,Hl.m. Praha,Prague
3255,2697,8,700104,f,Mlada Boleslav,central Bohemia
3256,2698,49,760718,m,Semily,east Bohemia
3257,2699,73,780511,f,Opava,north Moravia
3258,2700,74,600730,f,Ostrava - mesto,north Moravia
3259,2701,71,501015,m,Novy Jicin,north Moravia
3260,2702,74,420908,f,Ostrava - mesto,north Moravia
3262,2703,61,410814,f,Trebic,south Moravia
3264,2705,63,501020,f,Vyskov,south Moravia
3265,2706,47,630611,f,Pardubice,east Bohemia
3267,2707,61,510826,m,Trebic,south Moravia
3268,2708,1,560331,f,Hl.m. Praha,Prague
3269,2709,2,741105,m,Benesov,central Bohemia
3270,2710,12,400122,m,Pribram,central Bohemia
3271,2711,58,420103,f,Jihlava,south Moravia
3272,2712,9,200718,f,Nymburk,central Bohemia
3274,2713,26,290122,m,Plzen - mesto,west Bohemia
3276,2714,1,800321,m,Hl.m. Praha,Prague
3277,2715,42,660326,m,Havlickuv Brod,east Bohemia
3279,2716,66,540804,f,Zdar nad Sazavou,south Moravia
3281,2717,74,501227,m,Ostrava - mesto,north Moravia
3282,2718,29,810902,m,Rokycany,west Bohemia
3283,2719,10,331123,m,Praha - vychod,central Bohemia
3284,2720,2,360702,m,Benesov,central Bohemia
3286,2721,74,720315,f,Ostrava - mesto,north Moravia
3288,2722,69,260128,m,Jesenik,north Moravia
3289,2723,75,770609,f,Prerov,north Moravia
3290,2724,11,690712,f,Praha - zapad,central Bohemia
3291,2725,52,470123,m,Usti nad Orlici,east Bohemia
3292,2726,18,400121,m,Pisek,south Bohemia
3293,2727,1,530120,f,Hl.m. Praha,Prague
3294,2728,52,570308,m,Usti nad Orlici,east Bohemia
3295,2729,40,660313,f,Teplice,north Bohemia
3296,2730,23,690611,m,Cheb,west Bohemia
3297,2731,1,680417,m,Hl.m. Praha,Prague
3298,2732,5,420805,f,Kolin,central Bohemia
3299,2733,76,610917,f,Sumperk,north Moravia
3300,2734,53,500629,m,Blansko,south Moravia
3302,2736,72,640217,f,Olomouc,north Moravia
3304,2737,69,390831,m,Jesenik,north Moravia
3305,2738,41,711011,f,Usti nad Labem,north Bohemia
3306,2739,59,480426,m,Kromeriz,south Moravia
3307,2740,14,790701,f,Ceske Budejovice,south Bohemia
3308,2741,15,480216,m,Cesky Krumlov,south Bohemia
3310,2742,23,540213,m,Cheb,west Bohemia
3311,2743,51,540825,m,Trutnov,east Bohemia
3312,2744,70,711105,f,Karvina,north Moravia
3313,2745,60,460210,f,Prostejov,south Moravia
3314,2746,24,311218,f,Karlovy Vary,west Bohemia
3316,2747,1,471215,f,Hl.m. Praha,Prague
3319,2749,1,790424,f,Hl.m. Praha,Prague
3321,2750,13,690530,f,Rakovnik,central Bohemia
3322,2751,31,480229,m,Tachov,west Bohemia
3323,2752,74,810222,f,Ostrava - mesto,north Moravia
3324,2753,26,710413,f,Plzen - mesto,west Bohemia
3326,2754,57,521226,f,Hodonin,south Moravia
3327,2755,20,370704,f,Strakonice,south Bohemia
3328,2756,24,661011,m,Karlovy Vary,west Bohemia
3329,2757,54,610320,m,Brno - mesto,south Moravia
3331,2758,70,700205,f,Karvina,north Moravia
3332,2759,46,691115,f,Nachod,east Bohemia
3333,2760,10,490724,f,Praha - vychod,central Bohemia
3334,2761,1,670701,m,Hl.m. Praha,Prague
3335,2762,19,670210,m,Prachatice,south Bohemia
3336,2763,64,510530,f,Zlin,south Moravia
3337,2764,53,520413,m,Blansko,south Moravia
3338,2765,69,421129,f,Jesenik,north Moravia
3339,2766,31,760129,f,Tachov,west Bohemia
3340,2767,54,760216,m,Brno - mesto,south Moravia
3342,2768,73,730929,m,Opava,north Moravia
3344,2770,42,610916,m,Havlickuv Brod,east Bohemia
3345,2771,37,410127,f,Litomerice,north Bohemia
3347,2772,11,360119,m,Praha - zapad,central Bohemia
3348,2773,38,780214,f,Louny,north Bohemia
3349,2774,42,631221,m,Havlickuv Brod,east Bohemia
3350,2775,30,500319,m,Sokolov,west Bohemia
3352,2776,23,190912,m,Cheb,west Bohemia
3354,2777,62,431028,f,Uherske Hradiste,south Moravia
3355,2778,38,530115,m,Louny,north Bohemia
3356,2779,73,740423,m,Opava,north Moravia
3357,2780,63,540721,f,Vyskov,south Moravia
3358,2781,16,751007,m,Jindrichuv Hradec,south Bohemia
3359,2782,1,450224,m,Hl.m. Praha,Prague
3360,2783,43,760831,f,Hradec Kralove,east Bohemia
3361,2784,40,301002,f,Teplice,north Bohemia
3365,2787,1,660730,f,Hl.m. Praha,Prague
3366,2788,54,590212,f,Brno - mesto,south Moravia
3368,2789,14,521024,f,Ceske Budejovice,south Bohemia
3369,2790,1,520416,m,Hl.m. Praha,Prague
3370,2791,25,190328,m,Klatovy,west Bohemia
3372,2792,1,701030,m,Hl.m. Praha,Prague
3373,2793,47,521129,m,Pardubice,east Bohemia
3375,2794,74,541106,m,Ostrava - mesto,north Moravia
3376,2795,11,450119,f,Praha - zapad,central Bohemia
3378,2796,5,570421,m,Kolin,central Bohemia
3380,2797,74,780403,f,Ostrava - mesto,north Moravia
3381,2798,70,650901,f,Karvina,north Moravia
3382,2799,54,540228,m,Brno - mesto,south Moravia
3384,2800,41,420803,f,Usti nad Labem,north Bohemia
3385,2801,11,240213,f,Praha - zapad,central Bohemia
3386,2802,1,400308,f,Hl.m. Praha,Prague
3387,2803,58,430814,m,Jihlava,south Moravia
3388,2804,53,651026,f,Blansko,south Moravia
3389,2805,39,670116,f,Most,north Bohemia
3390,2806,53,721117,f,Blansko,south Moravia
3391,2807,42,710407,m,Havlickuv Brod,east Bohemia
3392,2808,1,751031,f,Hl.m. Praha,Prague
3393,2809,73,540824,f,Opava,north Moravia
3394,2810,66,800704,f,Zdar nad Sazavou,south Moravia
3395,2811,4,621228,m,Kladno,central Bohemia
3396,2812,18,770303,f,Pisek,south Bohemia
3397,2813,24,740608,f,Karlovy Vary,west Bohemia
3399,2814,72,320225,m,Olomouc,north Moravia
3402,2816,74,520502,f,Ostrava - mesto,north Moravia
3404,2817,56,401011,f,Breclav,south Moravia
3405,2818,40,491215,m,Teplice,north Bohemia
3407,2819,35,730413,f,Jablonec n. Nisou,north Bohemia
3409,2820,36,190403,m,Liberec,north Bohemia
3410,2821,54,650216,m,Brno - mesto,south Moravia
3412,2823,57,750718,m,Hodonin,south Moravia
3414,2824,11,471017,f,Praha - zapad,central Bohemia
3415,2825,54,730930,f,Brno - mesto,south Moravia
3416,2826,35,780601,m,Jablonec n. Nisou,north Bohemia
3418,2827,70,630807,f,Karvina,north Moravia
3420,2829,66,790624,m,Zdar nad Sazavou,south Moravia
3421,2830,20,470305,m,Strakonice,south Bohemia
3422,2831,1,510502,f,Hl.m. Praha,Prague
3423,2832,12,710905,f,Pribram,central Bohemia
3424,2833,64,181114,m,Zlin,south Moravia
3425,2834,70,700507,m,Karvina,north Moravia
3426,2835,73,780207,m,Opava,north Moravia
3427,2836,42,800616,m,Havlickuv Brod,east Bohemia
3429,2837,46,411016,m,Nachod,east Bohemia
3430,2838,3,510925,m,Beroun,central Bohemia
3431,2839,70,790405,f,Karvina,north Moravia
3432,2840,15,731108,m,Cesky Krumlov,south Bohemia
3433,2841,71,620907,m,Novy Jicin,north Moravia
3435,2842,14,450527,f,Ceske Budejovice,south Bohemia
3436,2843,30,580218,m,Sokolov,west Bohemia
3438,2844,43,420112,m,Hradec Kralove,east Bohemia
3439,2845,62,670127,m,Uherske Hradiste,south Moravia
3440,2846,1,380213,f,Hl.m. Praha,Prague
3441,2847,75,580209,m,Prerov,north Moravia
3443,2849,1,341206,f,Hl.m. Praha,Prague
3444,2850,57,770406,m,Hodonin,south Moravia
3445,2851,17,790326,f,Pelhrimov,south Bohemia
3446,2852,70,571001,m,Karvina,north Moravia
3447,2853,54,490421,f,Brno - mesto,south Moravia
3448,2854,1,541224,m,Hl.m. Praha,Prague
3449,2855,27,280321,m,Plzen - jih,west Bohemia
3450,2856,25,760912,m,Klatovy,west Bohemia
3451,2857,19,740717,m,Prachatice,south Bohemia
3453,2858,56,500802,m,Breclav,south Moravia
3454,2859,11,491017,f,Praha - zapad,central Bohemia
3456,2860,54,450121,f,Brno - mesto,south Moravia
3457,2861,38,230614,f,Louny,north Bohemia
3458,2862,33,530630,m,Decin,north Bohemia
3459,2863,14,640830,f,Ceske Budejovice,south Bohemia
3461,2864,54,580222,m,Brno - mesto,south Moravia
3463,2865,1,790302,f,Hl.m. Praha,Prague
