"","account_id","max_credit","avg_credit","min_credit","max_withdrawal","avg_withdrawal","min_withdrawal","avg_amount","avg_balance","max_balance","min_balance","disp_id","client_id","type","birthday","gender","age_range","district_id","name","region"
"1601",2151,15156,5200.82,26.6,9400,2409.81941747573,14.6,77.3176470588235,22504.0921568627,45663.9,400,2603,2603,"OWNER",721103,"f","70_80",38,"Louny","north Bohemia"
"1602",2153,46166,16171.5545454545,79.1,30200,6851.48979591837,30,282.411267605634,32967.7126760563,73559.9,200,2606,2606,"OWNER",430104,"m","40_50",31,"Tachov","west Bohemia"
"1603",2154,3189,1711.07049180328,2.2,2700,1015.00930232558,14.6,116.221088435374,17988.7673469388,23190.2,200,2607,2607,"OWNER",430327,"m","40_50",63,"Vyskov","south Moravia"
"1604",2155,8200,1849.57945205479,11.1,4470,934.426771653543,14.6,81.7355,21319.4935,31785.2,600,2608,2608,"OWNER",430915,"f","40_50",58,"Jihlava","south Moravia"
"1605",2156,36349.5,12327.0142857143,62.2,23900,12900,3300,4758.91,35297.76,71306.8,1100,2609,2609,"OWNER",770509,"m","70_80",1,"Hl.m. Praha","Prague"
"1606",2157,20462,7387.15333333333,41.5,16200,5533.88235294118,14.6,522.853125,31002.3859375,51480.1,600,2611,2611,"OWNER",381109,"m","30_40",77,"Vsetin","north Moravia"
"1607",2159,34264,11663.1423076923,78.6,46400,6273.06666666667,14.6,584.895588235294,45388.0529411765,77758.6,600,2613,2613,"OWNER",771026,"m","70_80",1,"Hl.m. Praha","Prague"
"1608",2160,13689,3984,47,0,0,0,3984,11478.5,15936,200,2614,2614,"OWNER",460314,"m","40_50",72,"Olomouc","north Moravia"
"1609",2161,41227,7993.35211267606,6.7,30600,4271.50793650794,30,148.822335025381,31615.5197969543,83287.9,700,2615,2615,"OWNER",450826,"f","40_50",15,"Cesky Krumlov","south Bohemia"
"1610",2163,28422,9973.97,53.6,19300,4582.83838383838,14.6,301.996644295302,41687.5187919463,66099.2,1000,2618,2618,"OWNER",420814,"m","40_50",17,"Pelhrimov","south Bohemia"
"1611",2164,32449.5,11012.5285714286,59.2,22400,10066.6666666667,600,4688.77,34736.72,69106.8,1000,2619,2619,"OWNER",690709,"f","60_70",63,"Vyskov","south Moravia"
"1612",2167,36552,11986.9129032258,83.9,29300,7136.76956521739,14.6,562.375324675325,40091.1831168831,79869.8,200,2623,2623,"OWNER",650716,"f","60_70",16,"Jindrichuv Hradec","south Bohemia"
"1613",2170,74770,26643.128125,90,55000,9784.22023809524,100,264.703448275862,64371.4232758621,145735.3,600,2626,2626,"OWNER",400214,"m","40_50",1,"Hl.m. Praha","Prague"
"1614",2175,48902,13594.1327102804,9.6,70200,10235.9086956522,0.8,171.497142857143,41999.9404081633,146487,-2402.3,2633,2633,"OWNER",670712,"f","60_70",1,"Hl.m. Praha","Prague"
"1615",2176,47189,17668.6804347826,46.2,59400,9916.3825,14.6,154.354761904762,51992.8547619048,193909.9,500,2635,2635,"OWNER",661210,"f","60_70",67,"Bruntal","north Moravia"
"1616",2177,5123,2585.44329896907,21.5,7150,1666.62695035461,14.6,66.3596638655462,22068.6781512605,31351.9,800,2636,2636,"OWNER",181024,"m","10_20",62,"Uherske Hradiste","south Moravia"
"1617",2178,34132.5,12357.6871794872,66,23360,6137.41176470588,14.6,603.792523364486,41301.6130841121,72317.5,1100,2637,2637,"OWNER",350606,"m","30_40",64,"Zlin","south Moravia"
"1618",2179,49133,13116.6912280702,100,56400,5773.40833333333,30,309.84406779661,52196.3971751412,120403.1,700,2638,2638,"OWNER",420107,"m","40_50",1,"Hl.m. Praha","Prague"
"1619",2180,14200,2000,200,3700,1917.64705882353,300,292.307692307692,18325.641025641,26600,400,2639,2639,"OWNER",500304,"f","50_60",45,"Jicin","east Bohemia"
"1620",2185,5266,2883.92093023256,18.5,8250,1471.76451612903,14.6,311.992380952381,24842.7657142857,37488.3,900,2645,2645,"OWNER",200422,"m","20_30",67,"Bruntal","north Moravia"
"1621",2186,5492,2768.59529411765,18.3,12650,1603.78914728682,14.6,132.905607476636,23265.7485981308,32418.1,1000,2646,2646,"OWNER",370607,"f","30_40",63,"Vyskov","south Moravia"
"1622",2189,31173,11217.2466666667,31.7,23200,4209.6036036036,14.6,240.449358974359,50416.3272435897,78654.3,700,2650,2650,"OWNER",750305,"m","70_80",75,"Prerov","north Moravia"
"1623",2190,31846,7085.73636363636,108.4,10500,5600,400,2152.39444444444,32865.1277777778,47640.7,800,2652,2652,"OWNER",490509,"f","40_50",41,"Usti nad Labem","north Bohemia"
"1624",2191,19696,6482.875,42.4,15800,7195.32,14.6,2459.87647058824,32536.0294117647,48416.5,13131,2653,2653,"OWNER",500125,"m","50_60",1,"Hl.m. Praha","Prague"
"1625",2192,32352,11046,35.5,24900,6938.75,7,554.895833333333,35412.775,68745.9,800,2654,2654,"OWNER",391008,"f","30_40",59,"Kromeriz","south Moravia"
"1626",2193,10000,4097.78333333333,14,0,0,0,4097.78333333333,12849.1,24586.6,200,2655,2655,"OWNER",630812,"m","60_70",44,"Chrudim","east Bohemia"
"1627",2195,24981,8965.09107142857,42.2,32480,6496.70294117647,14.6,486.042741935484,55812.1322580645,80057.4,800,2657,2657,"OWNER",480709,"m","40_50",73,"Opava","north Moravia"
"1628",2199,8500,1979.13564356436,13,6240,988.398863636364,14.6,93.6263537906137,26312.0992779783,32713.5,1100,2661,2661,"OWNER",611017,"f","60_70",1,"Hl.m. Praha","Prague"
"1629",2201,3144,1589.67848101266,8.3,5070,608.580459770115,14.6,77.8324110671937,17640.1067193676,23520.3,300,2663,2663,"OWNER",761001,"m","70_80",8,"Mlada Boleslav","central Bohemia"
"1630",2203,6686,3326.85348837209,25,6800,1857.43582089552,14.6,169.15,23529.8636363636,34248.5,800,2666,2666,"OWNER",350706,"f","30_40",47,"Pardubice","east Bohemia"
"1631",2205,5666,3599.16153846154,4.1,4400,1575.85454545455,14.6,1227.27916666667,24508.15,29899.5,1100,2669,2669,"OWNER",270508,"m","20_30",51,"Trutnov","east Bohemia"
"1632",2206,8844,3260.9023255814,18.5,9440,2527.95,14.6,333.206896551724,29502.1103448276,38888.4,1000,2670,2670,"OWNER",360913,"m","30_40",45,"Jicin","east Bohemia"
"1633",2207,33214,11270.5166666667,21.7,29500,9598.35652173913,14.6,1058.08936170213,45759.9659574468,81759.7,200,2671,2671,"OWNER",720422,"f","70_80",35,"Jablonec n. Nisou","north Bohemia"
"1634",2209,47582,21321.6736842105,104.5,51400,14905.5142857143,14.6,2302.4,79942.6,137515.5,900,2673,2673,"OWNER",590716,"m","50_60",65,"Znojmo","south Moravia"
"1635",2210,5777,2654.48181818182,14.8,14.6,14.6,14.6,2432.05833333333,17566.0666666667,29199.2,5777,2675,2675,"OWNER",240122,"m","20_30",31,"Tachov","west Bohemia"
"1636",2212,5270,2584.55652173913,14.8,7450,1717.57391304348,14.6,433.491304347826,18854.4347826087,26706.3,800,2677,2677,"OWNER",220524,"m","20_30",33,"Decin","north Bohemia"
"1637",2213,14115,4843.03367346939,53.6,19840,3263.89352517986,14.6,88.3379746835443,26942.0974683544,43945.4,700,2679,2679,"OWNER",380930,"m","30_40",68,"Frydek - Mistek","north Moravia"
"1638",2214,20110.5,7113.0875,12.4,13800,5871.91818181818,14.6,902.867391304348,40629.9826086957,62907.8,400,2681,2681,"OWNER",710104,"f","70_80",45,"Jicin","east Bohemia"
"1639",2216,49829,15798.9790322581,15.9,64400,10570.1296703297,14.6,115.391503267974,59456.5725490196,150481.4,900,2684,2684,"OWNER",530211,"f","50_60",74,"Ostrava - mesto","north Moravia"
"1640",2217,11900,4366.66666666667,600,4000,1733.33333333333,300,1316.66666666667,18091.6666666667,22800,900,2685,2685,"OWNER",690621,"f","60_70",73,"Opava","north Moravia"
"1641",2218,61557,22366.575,67.2,53500,14230.0057142857,14.6,656.738983050847,67475.9016949153,110447.5,600,2686,2686,"OWNER",510324,"f","50_60",19,"Prachatice","south Bohemia"
"1642",2219,49423,16427.5382550336,51.2,62600,13929.5633136095,14.6,294.361635220126,65050.25,144328.2,400,2688,2688,"OWNER",671024,"f","60_70",60,"Prostejov","south Moravia"
"1643",2220,6153,3238.11685393258,60.8,7600,1778.62222222222,14.6,66.3768595041322,24027.9404958678,35297.6,1100,2689,2689,"OWNER",230117,"m","20_30",16,"Jindrichuv Hradec","south Bohemia"
"1644",2222,48579,10706.906741573,11.1,51100,7899.8358974359,14.6,138.999514563107,48215.3233009709,143733.6,200,2691,2691,"OWNER",640517,"m","60_70",47,"Pardubice","east Bohemia"
"1645",2223,4396,2163.288,15.8,3920,1569.10769230769,14.6,260.498039215686,16212.337254902,23369.7,700,2692,2692,"OWNER",250530,"m","20_30",44,"Chrudim","east Bohemia"
"1646",2225,4272,2559.35789473684,59.3,3840,1305.41,14.6,577.425641025641,20565.8564102564,26580.5,1000,2694,2694,"OWNER",271006,"f","20_30",15,"Cesky Krumlov","south Bohemia"
"1647",2226,29232,9931.65454545454,41.6,20600,6300.62857142857,14.6,841.576,40161.926,64939.1,1100,2696,2696,"OWNER",470904,"m","40_50",2,"Benesov","central Bohemia"
"1648",2227,48996,13338.338,66.1,45500,10938.7288135593,30,197.540366972477,50436.4660550459,122342.1,300,2698,2698,"OWNER",701007,"f","70_80",31,"Tachov","west Bohemia"
"1649",2228,46725,12500.505,68.7,57400,11973.2142857143,1800,2423.09117647059,50113.1941176471,145318.2,700,2700,2700,"OWNER",450222,"m","40_50",34,"Chomutov","north Bohemia"
"1650",2230,5292,3162.71176470588,67.8,3200,1402.32941176471,14.6,880.191176470588,25294.0617647059,32827.2,200,2702,2702,"OWNER",190226,"m","10_20",7,"Melnik","central Bohemia"
"1651",2232,11061,4146.80555555556,25.6,7900,3387.65,14.6,601.179411764706,26182.8676470588,37238.9,900,2704,2704,"OWNER",490522,"f","40_50",1,"Hl.m. Praha","Prague"
"1652",2233,5893,2875.996,15.2,9500,1956.512,14.6,459.742,20885.236,29988.3,400,2705,2705,"OWNER",240430,"m","20_30",43,"Hradec Kralove","east Bohemia"
"1653",2234,3176,1888,600,0,0,0,1888,2188,3776,600,2706,2706,"OWNER",670702,"m","60_70",3,"Beroun","central Bohemia"
"1654",2235,14064,5112.25333333333,22.2,11400,3767.94444444444,14.6,268.509090909091,26748.9378787879,42269.6,800,2707,2707,"OWNER",690523,"m","60_70",45,"Jicin","east Bohemia"
"1655",2236,36854,7729.64210526316,20.2,23400,8766.66666666667,400,1343.97419354839,31532.7483870968,65062.8,300,2708,2708,"OWNER",580812,"m","50_60",73,"Opava","north Moravia"
"1656",2237,27348,9348.01538461538,60.6,18300,4111.76170212766,14.6,682.131506849315,38707.3547945206,58780.1,1100,2709,2709,"OWNER",460614,"m","40_50",26,"Plzen - mesto","west Bohemia"
"1657",2239,22185,7603.69038461538,44.3,25900,3653.92,14.6,197.367763157895,32252.5625,57097.5,900,2712,2712,"OWNER",560117,"m","50_60",25,"Klatovy","west Bohemia"
"1658",2240,45058,17947.5,57.1,34200,16262.275,14.6,2743.15555555556,67393.3944444444,114567.1,800,2713,2713,"OWNER",620902,"m","60_70",36,"Liberec","north Bohemia"
"1659",2241,17376,5788.17289719626,60.6,19680,2381.210041841,14.6,145.159826589595,32815.5898843931,62782.5,200,2714,2714,"OWNER",700306,"f","70_80",6,"Kutna Hora","central Bohemia"
"1660",2242,65240,23494.5817204301,24.3,48800,11339.1170212766,30,189.473665480427,50410.9434163701,126832.2,300,2715,2715,"OWNER",570704,"m","50_60",7,"Melnik","central Bohemia"
"1661",2243,21380,7569.91666666667,23.3,12600,3876.05945945946,14.6,627.275409836066,41277.9950819672,61218.6,200,2716,2716,"OWNER",690713,"f","60_70",25,"Klatovy","west Bohemia"
"1662",2244,6888,3719.45625,50.3,5900,1596.46666666667,14.6,453.04578313253,30489.8108433735,43248,200,2717,2717,"OWNER",300428,"m","30_40",46,"Nachod","east Bohemia"
"1663",2245,49271,16705.18,111.1,54600,11110.1771428571,14.6,479.555,54157.1941666667,123013.2,300,2719,2719,"OWNER",641030,"f","60_70",29,"Rokycany","west Bohemia"
"1664",2250,32434.5,11506.1670886076,65.4,45760,6693.3519379845,14.6,218.965384615385,44390.9355769231,73069.7,800,2724,2724,"OWNER",750301,"m","70_80",35,"Jablonec n. Nisou","north Bohemia"
"1665",2252,3255,1501.54285714286,12.8,0,0,0,1501.54285714286,6298.52857142857,10510.7,700,2726,2726,"OWNER",730728,"f","70_80",1,"Hl.m. Praha","Prague"
"1666",2253,6028,3188.4746835443,69.8,11250,1628.91755725191,14.6,183.339523809524,28545.7857142857,44417.7,300,2728,2728,"OWNER",220813,"m","20_30",74,"Ostrava - mesto","north Moravia"
"1667",2254,48047,18039.3115384615,124.4,57500,11904.2787878788,14.6,1291.20169491525,62977.4,127593.4,200,2729,2729,"OWNER",660828,"m","60_70",1,"Hl.m. Praha","Prague"
"1668",2255,3126,1817.544,2.2,5850,1217.58333333333,14.6,330.951020408163,13958.293877551,18859.9,1100,2730,2730,"OWNER",470318,"m","40_50",52,"Usti nad Orlici","east Bohemia"
"1669",2256,4729,2384.74736842105,12.9,4000,1598.28188976378,14.6,106.167567567568,18662.3157657658,26662.6,700,2731,2731,"OWNER",271208,"m","20_30",48,"Rychnov nad Kneznou","east Bohemia"
"1670",2257,3374,1800.53188405797,43.4,3000,1033.272,14.6,123.724852071006,17175.6053254438,23805.3,500,2732,2732,"OWNER",530916,"f","50_60",57,"Hodonin","south Moravia"
"1671",2258,6656,3628,600,0,0,0,3628,3928,7256,600,2733,2733,"OWNER",271111,"f","20_30",3,"Beroun","central Bohemia"
"1672",2259,4442,2374.83898305085,49.2,4950,1489.93176470588,14.6,93.5506944444444,16890.8111111111,28283.2,600,2735,2735,"OWNER",280731,"m","20_30",64,"Zlin","south Moravia"
"1673",2260,12807,4448.80428571429,0.1,18400,3112.84848484848,5.2,19.1970414201183,14367.8952662722,42322.5,-5467,2736,2736,"OWNER",580215,"f","50_60",1,"Hl.m. Praha","Prague"
"1674",2261,30436,10217.5,16.5,0,0,0,10217.5,20496.1666666667,30652.5,200,2738,2738,"OWNER",510425,"m","50_60",1,"Hl.m. Praha","Prague"
"1675",2263,26456,9183.305,64.8,18800,6475.05,14.6,1354.1275,41257.1375,62624,400,2740,2740,"OWNER",671123,"f","60_70",36,"Liberec","north Bohemia"
"1676",2264,4767,2883.5,1000,0,0,0,2883.5,3383.5,5767,1000,2741,2741,"OWNER",301129,"f","30_40",41,"Usti nad Labem","north Bohemia"
"1677",2265,49240,10552.0212121212,25.1,28800,8584.145,14.6,66.4506849315069,30615.9630136986,75398.9,700,2742,2742,"OWNER",480827,"f","40_50",65,"Znojmo","south Moravia"
"1678",2266,25464,8178.39166666667,39.7,17500,9162.92,14.6,3078.00588235294,38974.6529411765,69639.8,600,2743,2743,"OWNER",391004,"f","30_40",50,"Svitavy","east Bohemia"
"1679",2267,49024,11437.8549019608,104.6,46100,7727.63888888889,30,219.029268292683,46275.812195122,136197.4,900,2745,2745,"OWNER",390807,"f","30_40",54,"Brno - mesto","south Moravia"
"1680",2268,35469,12967.8176470588,57.8,24500,6051.95483870968,14.6,684.214583333333,52636.5989583333,77158.8,200,2746,2746,"OWNER",710225,"m","70_80",1,"Hl.m. Praha","Prague"
"1681",2269,14588,5106.14117647059,25.6,23200,3177.8352,14.6,175.202857142857,29219.260952381,47569.9,1100,2747,2747,"OWNER",361014,"m","30_40",6,"Kutna Hora","central Bohemia"
"1682",2271,3048,1632.75915492958,2.2,2160,932.916326530612,14.6,144.97100591716,18240.2224852071,25640.9,600,2751,2751,"OWNER",570124,"f","50_60",68,"Frydek - Mistek","north Moravia"
"1683",2274,14475,1838.84594594595,3.9,14700,1329.8,14.6,727.040350877193,25324.9122807018,41455.9,300,2754,2754,"OWNER",780524,"f","70_80",66,"Zdar nad Sazavou","south Moravia"
"1684",2275,19710,6557.375,41.6,11200,8550,5900,3535.9,25513.86,46428.3,200,2755,2755,"OWNER",700323,"f","70_80",1,"Hl.m. Praha","Prague"
"1685",2276,4794,2556.84657534247,48.6,4800,1277.07368421053,14.6,219.590374331551,29201.7315508021,43667,400,2756,2756,"OWNER",190928,"f","10_20",31,"Tachov","west Bohemia"
"1686",2278,21612,7286.15,52.1,11300,5992.075,14.6,1974.86,38667.245,60420.7,500,2758,2758,"OWNER",460714,"m","40_50",1,"Hl.m. Praha","Prague"
"1687",2280,26172,9208.94117647059,48,20600,5898.4625,14.6,365.582926829268,33841.7463414634,61309.6,200,2760,2760,"OWNER",751212,"f","70_80",68,"Frydek - Mistek","north Moravia"
"1688",2281,21694,7463.74594594595,40,28500,4363.88518518519,14.6,445.151648351648,37178.1736263736,59358.9,400,2761,2761,"OWNER",770929,"f","70_80",1,"Hl.m. Praha","Prague"
"1689",2282,69152,24050.4048192771,72.2,59700,11107.132183908,30,247.247470817121,69653.5564202335,134081.6,600,2762,2762,"OWNER",530423,"f","50_60",29,"Rokycany","west Bohemia"
"1690",2285,10100,3179.7,18.8,0,0,0,3179.7,7204.7,12718.8,800,2765,2765,"OWNER",810420,"f","80_90",36,"Liberec","north Bohemia"
"1691",2286,15428,5422.43333333333,39.3,0,0,0,5422.43333333333,11098.4333333333,16267.3,800,2766,2766,"OWNER",590915,"m","50_60",70,"Karvina","north Moravia"
"1692",2287,35260.5,12580.7470588235,33.3,21800,7827.54285714286,14.6,1302.48157894737,50337.8605263158,74749.4,900,2768,2768,"OWNER",640402,"m","60_70",1,"Hl.m. Praha","Prague"
"1693",2288,31695,10817.4461538462,53.7,22900,7596.33793103448,14.6,1108.36,51271.4854545455,80401.2,900,2769,2769,"OWNER",370515,"m","30_40",69,"Jesenik","north Moravia"
"1694",2289,23740,8238.045,17.7,18500,5917.04761904762,14.6,987.875609756098,36742.2195121951,53460.5,300,2770,2770,"OWNER",540708,"m","50_60",1,"Hl.m. Praha","Prague"
"1695",2290,6298,4332,400,0,0,0,4332,6698,12996,400,2771,2771,"OWNER",201025,"m","20_30",37,"Litomerice","north Bohemia"
"1696",2291,6563,3743.05555555556,17.2,6700,3053.65,14.6,1651.76153846154,17633.3769230769,24869.2,700,2773,2773,"OWNER",190913,"f","10_20",49,"Semily","east Bohemia"
"1697",2292,13100,1789.19791666667,6.9,6720,750.65,14.6,232.516935483871,24689.6016129032,31464.4,1100,2775,2775,"OWNER",780709,"f","70_80",41,"Usti nad Labem","north Bohemia"
"1698",2293,6745,3504.46333333333,57.5,15700,1960.81298701299,14.6,55.0676229508197,23867.693852459,35124,700,2776,2776,"OWNER",340607,"f","30_40",31,"Tachov","west Bohemia"
"1699",2294,20746,7002.15,8.6,12800,11200,9600,3361.72,25763.44,46306.8,900,2777,2777,"OWNER",700328,"f","70_80",46,"Nachod","east Bohemia"
"1700",2295,46237,17320.8578947368,128.6,47200,16892.0235294118,14.6,1164.775,60096.6694444444,113170.5,600,2778,2778,"OWNER",640516,"m","60_70",57,"Hodonin","south Moravia"
"1701",2297,9600,2481.29333333333,26.8,7400,1271.26842105263,14.6,124.312396694215,17957.5867768595,32293,200,2781,2781,"OWNER",601122,"f","60_70",46,"Nachod","east Bohemia"
"1702",2298,32682,11778.0776470588,61.3,24900,6766.70070921986,14.6,208.105309734513,47985.7225663717,77583.8,1000,2782,2782,"OWNER",400913,"m","40_50",31,"Tachov","west Bohemia"
"1703",2301,30603,10488.0258064516,66.3,44960,6776.21052631579,14.6,980.185507246377,49629.3,77182,200,2785,2785,"OWNER",620729,"m","60_70",22,"Domazlice","west Bohemia"
"1704",2302,18806,6781.69390243902,35.7,12800,3021.21734104046,14.6,131.09137254902,39290.1364705882,56102.7,300,2786,2786,"OWNER",511102,"m","50_60",24,"Karlovy Vary","west Bohemia"
"1705",2303,29713.5,10080.4333333333,27.8,4400,4400,4400,6460.325,20592.075,30213.5,500,2787,2787,"OWNER",761014,"f","70_80",41,"Usti nad Labem","north Bohemia"
"1706",2304,36644,7746.01333333333,87.8,27300,10522.2222222222,700,895.425,37818.5041666667,74932.8,500,2788,2788,"OWNER",511021,"f","50_60",49,"Semily","east Bohemia"
"1707",2305,9300,1867.77931034483,28.5,8820,1322.04297520661,14.6,12.1615384615385,17454.5918269231,28574.6,700,2789,2789,"OWNER",511225,"f","50_60",1,"Hl.m. Praha","Prague"
"1708",2306,19504,6874.02467532468,84.2,21300,3065.53170731707,14.6,110.177178423237,34588.4037344398,53797.4,400,2790,2790,"OWNER",750210,"m","70_80",38,"Louny","north Bohemia"
"1709",2307,5189,2572.16756756757,14.8,13250,1439.1,14.6,191.854945054945,18465.5351648352,28374.5,600,2791,2791,"OWNER",211010,"m","20_30",60,"Prostejov","south Moravia"
"1710",2309,25152,9102.43333333333,69.2,13300,5767.76756756757,14.6,505.5984375,35714.0875,57453.1,600,2794,2794,"OWNER",650122,"m","60_70",18,"Pisek","south Bohemia"
"1711",2310,11833.5,3934.93658536585,32.7,8000,2840.34285714286,14.6,246.173333333333,26864.0933333333,43055.5,700,2796,2796,"OWNER",740625,"m","70_80",15,"Cesky Krumlov","south Bohemia"
"1712",2313,17370,5741.82941176471,43.6,12904,3084.8,30,107.810638297872,28947.4358156028,48944.2,1000,2799,2799,"OWNER",611202,"f","60_70",26,"Plzen - mesto","west Bohemia"
"1713",2314,18981,6289.825,61.7,11400,6300,1200,3771.86,26680.19,48967.1,1100,2800,2800,"OWNER",490826,"m","40_50",2,"Benesov","central Bohemia"
"1714",2315,4439,2395.12307692308,63.4,10750,1219.01075268817,14.6,267.816455696203,30561.6993670886,47201.3,900,2801,2801,"OWNER",190218,"m","10_20",75,"Prerov","north Moravia"
"1715",2318,34443,12340.4628205128,70.8,26200,3711.89551020408,14.6,164.525386996904,57155.099380805,81180.9,200,2805,2805,"OWNER",640713,"m","60_70",73,"Opava","north Moravia"
"1716",2319,49576,7555.29166666667,2.5,30200,22000,13800,3333.10714285714,34866.6142857143,90264.5,1100,2806,2806,"OWNER",550701,"f","50_60",58,"Jihlava","south Moravia"
"1717",2321,49925,18297.8444444444,43.5,63200,12516.5260606061,14.6,268.159574468085,65012.4046099291,140381.1,400,2808,2808,"OWNER",740331,"f","70_80",35,"Jablonec n. Nisou","north Bohemia"
"1718",2322,49053,15197.84375,28.9,61600,5430.33538461539,14.6,132.319662921348,43657.8134831461,119892.5,900,2809,2809,"OWNER",790214,"m","70_80",33,"Decin","north Bohemia"
"1719",2323,33584,11894.6857142857,64,24000,6432.22608695652,14.6,502.281081081081,51776.4468468468,78096,300,2810,2810,"OWNER",710728,"m","70_80",72,"Olomouc","north Moravia"
"1720",2326,49848,9988.16172839506,60.4,45700,6642.31351351351,14.6,373.668229166667,42994.1651041667,144917.7,200,2813,2813,"OWNER",410410,"m","40_50",70,"Karvina","north Moravia"
"1721",2327,23571,7851.47708333333,52.8,18749,5921.66774193548,14.6,88.4318181818182,27099.1259090909,58968.1,600,2814,2814,"OWNER",730210,"f","70_80",19,"Prachatice","south Bohemia"
"1722",2328,6765,3784.58484848485,4.8,13450,1440.248,14.6,637.095180722892,36583.9674698795,52893.4,1000,2815,2815,"OWNER",300630,"m","30_40",35,"Jablonec n. Nisou","north Bohemia"
"1723",2329,9902,3441.03636363636,45.8,3900,3150,2400,2427.03076923077,18888.3,31551.4,500,2817,2817,"OWNER",770219,"f","70_80",1,"Hl.m. Praha","Prague"
"1724",2330,3395,1791.01428571429,43.6,7950,857.010909090909,14.6,84.279296875,18404.521484375,25923.4,200,2818,2818,"OWNER",630412,"m","60_70",54,"Brno - mesto","south Moravia"
"1725",2331,3113,1717.72162162162,38.1,3480,760.4,14.6,194.709375,15333.55,20854.6,300,2819,2819,"OWNER",800812,"m","80_90",8,"Mlada Boleslav","central Bohemia"
"1726",2332,12447,5034.6375,20.8,5000,2550,100,3517.71,24213.84,40053.3,1100,2820,2820,"OWNER",661217,"m","60_70",77,"Vsetin","north Moravia"
"1727",2333,42435,3121.24743589744,6.3,20500,2210.27605633803,14.6,580.722818791946,32355.1604026846,86542,400,2821,2821,"OWNER",801101,"f","80_90",45,"Jicin","east Bohemia"
"1728",2336,10300,2863.55490196078,16,10400,1961.70780141844,14.6,63.7111111111111,19854.7119341564,35451.4,1100,2824,2824,"OWNER",410905,"m","40_50",39,"Most","north Bohemia"
"1729",2339,5893,4544.75,500,0,0,0,4544.75,9339.5,18179,500,2827,2827,"OWNER",230213,"m","20_30",63,"Vyskov","south Moravia"
"1730",2341,3071,1768.93043478261,2.2,2200,738.04375,14.6,310.327272727273,15285.9363636364,18724,200,2829,2829,"OWNER",391227,"f","30_40",33,"Decin","north Bohemia"
"1731",2342,3247,1721.9202247191,38.9,3390,964.630303030303,14.6,117.28371040724,20381.443438914,28501.8,400,2830,2830,"OWNER",741114,"m","70_80",51,"Trutnov","east Bohemia"
"1732",2343,16866,5352.90833333333,58.5,11900,3487.34285714286,14.6,592.773076923077,27019.5711538462,46568,300,2831,2831,"OWNER",800709,"f","80_90",68,"Frydek - Mistek","north Moravia"
"1733",2344,4928,2378.47692307692,21.1,4700,1502.12,14.6,691.260869565217,15735.2,23339.7,1100,2832,2832,"OWNER",270723,"m","20_30",13,"Rakovnik","central Bohemia"
"1734",2345,29954,10072.95,20.2,22637,5698.22608695652,14.6,269.245945945946,33658.6175675676,62238.8,500,2834,2834,"OWNER",490523,"m","40_50",5,"Kolin","central Bohemia"
"1735",2346,47263,13345.1055555556,30.6,28800,7401.08275862069,14.6,544.265957446809,41280.9829787234,84352.4,600,2835,2835,"OWNER",660127,"m","60_70",27,"Plzen - jih","west Bohemia"
"1736",2347,6498,4434.05,12.3,3800,3800,3800,3257.75714285714,16225.1857142857,26592,600,2836,2836,"OWNER",190921,"f","10_20",38,"Louny","north Bohemia"
"1737",2348,21976,7684.43333333333,37.3,29120,4781.19375,14.6,561.217857142857,31026.6482142857,55499.8,600,2838,2838,"OWNER",650309,"m","60_70",65,"Znojmo","south Moravia"
"1738",2349,6206,4779.5,500,0,0,0,4779.5,9809,19118,500,2839,2839,"OWNER",280705,"f","20_30",72,"Olomouc","north Moravia"
"1739",2352,30378,10568.7967741935,28.7,20000,3577.35443037975,4,409.288181818182,47798.8654545455,74419.8,300,2843,2843,"OWNER",661006,"f","60_70",70,"Karvina","north Moravia"
"1740",2353,23474,8209.375,26.5,17000,4201.18823529412,14.6,583.607228915663,41435.4144578313,66430.7,200,2844,2844,"OWNER",621119,"m","60_70",51,"Trutnov","east Bohemia"
"1741",2355,63912,22740.1571428571,99.2,47700,14096.3733333333,14.6,459.997580645161,60183.1548387097,121150.3,600,2846,2846,"OWNER",690317,"f","60_70",1,"Hl.m. Praha","Prague"
"1742",2356,37797,12702.4,10.2,0,0,0,12702.4,25501.4,38107.2,300,2847,2847,"OWNER",420725,"f","40_50",34,"Chomutov","north Bohemia"
"1743",2357,6434,3238.06082474227,19.4,14550,2054.74388489209,14.6,120.688559322034,22609.7927966102,33244,800,2849,2849,"OWNER",280402,"m","20_30",19,"Prachatice","south Bohemia"
"1744",2358,13983,4844.84285714286,44.2,9600,3594.29444444444,14.6,565.843661971831,34053.1,46124.2,300,2850,2850,"OWNER",700820,"m","70_80",7,"Melnik","central Bohemia"
"1745",2359,8100,3123.86153846154,34.2,3119,1538.93333333333,14.6,1651.4,24788.9736842105,37079.2,600,2851,2851,"OWNER",390810,"m","30_40",54,"Brno - mesto","south Moravia"
"1746",2360,30261,9358.5,15.7,22300,16633.3333333333,12400,3360.38461538462,34170.6461538462,65829.8,300,2852,2852,"OWNER",420628,"f","40_50",26,"Plzen - mesto","west Bohemia"
"1747",2361,10380,3672.61891891892,11.2,9000,2963.56315789474,14.6,310.286666666667,22927.5026666667,41876.9,500,2853,2853,"OWNER",560425,"f","50_60",28,"Plzen - sever","west Bohemia"
